sex,age,height,index,amount
1,5,65,766687,554952
0,28,43,7198,402631
1,77,113,163201,108419
1,84,155,170427,837752
1,26,220,723498,234689
1,16,31,521833,782261
0,3,248,371334,919410
0,51,239,276948,119283
0,65,46,592546,138722
0,37,251,245867,729647
1,55,32,79938,376534
0,24,277,242166,985782
1,21,48,840919,842473
0,19,195,219839,906379
1,7,119,771368,914502
1,76,53,374989,888905
1,50,269,85076,330383
1,43,240,57689,364421
1,81,292,376425,280295
0,9,72,210273,607454
1,13,145,837032,501514
0,92,121,675729,691416
1,80,187,565967,354710
0,69,191,239834,991581
1,98,295,509851,839699
0,49,143,998796,51939
0,4,52,796994,744256
0,27,227,669660,884174
0,59,9,101800,597808
1,78,40,656575,252854
0,77,286,495596,718159
0,5,206,808727,801610
1,17,168,272359,311043
1,96,6,933544,868924
1,84,234,688306,235300
1,64,74,142875,32111
0,32,210,493508,309171
1,10,260,357272,739766
0,21,10,743234,433413
0,19,68,978888,987491
1,6,4,192057,18848
0,45,209,708104,31361
0,57,107,703235,240885
0,39,155,191580,390198
0,80,273,160493,235501
0,87,178,274092,171257
0,29,143,24792,869331
0,4,139,158241,899036
0,14,92,490368,532101
0,75,46,800506,763033
1,78,120,885756,554398
1,90,286,704488,403816
1,15,198,899880,459283
0,19,175,875480,311147
0,97,251,720981,963186
0,52,113,247677,113184
0,11,71,466417,56890
0,0,287,832118,916230
1,97,83,78906,671514
0,8,236,715034,316747
1,14,289,633675,183774
0,41,90,687918,970520
0,99,269,314281,918120
1,53,57,156403,957682
1,64,183,959387,769120
0,4,221,163820,725777
1,36,295,328198,336139
0,37,54,588975,217338
1,82,137,154316,432630
1,22,264,232349,252910
1,38,245,845867,422321
1,94,88,877319,670463
1,85,23,442060,489444
1,73,134,278781,438308
0,34,182,193995,548619
1,35,235,655799,743377
1,25,169,563270,582924
1,29,295,815584,338266
0,2,248,896122,174909
1,73,40,685899,775239
1,85,168,956225,426017
0,97,58,579483,669306
0,28,77,165886,467103
0,62,300,993240,589074
1,66,190,28432,783318
0,38,43,931572,132481
0,52,249,190113,936154
0,74,219,786485,48497
0,48,178,585728,751807
0,95,293,928054,36845
1,52,109,34014,923589
0,8,204,177225,74034
1,14,96,27485,816531
0,83,43,944160,928968
1,30,259,42390,168039
1,68,65,193110,648759
1,97,266,909805,1300
0,6,146,647335,586354
0,44,254,471372,450383
0,4,128,763345,246982
1,26,95,650503,590368
1,59,143,535535,33958
0,29,199,606396,671161
1,74,288,706885,778564
0,0,233,329966,653675
0,77,228,165666,549040
0,78,290,423097,761678
0,52,118,73896,518604
0,87,130,481134,947049
0,67,280,461452,596982
0,44,214,7553,651187
1,88,178,984531,841889
0,38,118,458777,790346
1,8,131,139714,434267
0,50,247,451314,570878
0,69,148,371948,251611
0,33,132,413829,252498
0,60,4,405444,938592
0,83,154,771158,174049
0,78,223,519502,536849
0,71,230,22478,623356
0,56,64,651381,849472
1,93,209,267405,179117
1,0,19,485578,410347
0,86,238,690551,243095
0,55,159,151182,16540
0,29,198,974632,380339
1,16,227,468250,76963
0,44,179,699886,169633
0,79,61,801144,944693
1,78,44,646083,912764
1,57,220,926406,57414
1,3,123,794257,712875
1,98,255,204097,379793
0,84,95,209583,902125
1,39,294,752202,845564
1,46,162,21482,424173
1,43,64,748670,13194
0,100,238,230196,850553
0,24,25,47761,455377
0,41,132,264147,251155
1,17,244,935405,163280
1,29,296,398397,171414
0,56,161,833527,985559
1,18,0,291824,270660
1,79,145,115243,406713
0,53,27,832066,257077
1,62,221,231945,335504
0,97,233,745055,486093
1,29,270,737996,730397
1,85,172,52635,273392
1,56,221,499725,279772
0,31,181,962861,604300
0,91,112,61096,588995
1,54,107,833738,349125
0,27,257,905253,139813
1,74,269,762261,899623
0,34,93,426529,598066
0,78,255,815776,206205
0,87,102,156710,130653
1,15,138,226229,679637
0,69,20,113574,977831
0,93,289,224534,91035
0,72,89,190053,297138
0,85,79,792691,440593
0,0,261,902379,738943
1,8,170,520789,686810
1,98,68,981625,193575
1,5,242,305588,3519
0,3,29,529394,407043
0,0,194,561490,559742
0,81,134,805732,246295
1,12,32,755287,543069
1,1,243,84563,39649
0,41,112,784576,80041
1,1,292,677530,546068
1,66,295,894869,879598
0,61,259,346848,391798
1,46,272,478539,736928
0,12,292,524013,537029
0,41,76,881406,922727
0,39,2,428035,365585
0,9,204,807692,193601
0,4,35,419749,314
1,29,112,544844,278188
0,78,214,73352,945415
1,72,289,311919,687514
1,75,250,678217,906066
1,4,244,103098,727507
0,26,160,521920,994259
1,41,167,709490,81442
0,50,250,853845,668928
1,41,49,505191,540725
0,32,8,623206,939220
0,49,20,806506,686769
0,64,36,25513,135833
1,37,264,261639,512468
0,20,76,987737,487028
0,75,231,903864,71510
1,18,172,277217,592726
0,91,16,286580,800492
0,47,217,715925,791368
0,33,2,565156,511782
0,52,168,590139,290473
1,15,106,447705,867807
1,92,194,343790,402147
0,49,86,182662,969758
1,23,6,110707,941344
1,10,208,814356,439039
1,81,205,889591,920640
1,23,240,627881,996241
0,35,122,633513,876211
1,31,109,550889,323110
1,63,152,696981,117043
0,18,137,470803,12710
1,53,113,920786,454029
0,53,250,19106,862909
1,80,14,292854,823861
0,41,219,971349,622292
0,64,182,814146,530204
0,88,253,653595,257064
1,59,158,196198,142351
0,100,224,595668,974765
0,14,65,713882,870552
1,50,134,303704,225012
0,16,12,80951,925776
1,3,290,520060,81507
1,28,37,807899,205036
1,55,76,350579,683666
1,16,6,174395,472482
0,40,66,458827,166366
1,11,195,105317,296965
1,47,148,911673,281494
0,58,255,562897,881465
0,10,270,857515,154834
1,55,28,459607,395420
1,88,165,469653,894303
0,33,191,684265,674783
0,100,283,182026,895040
1,68,255,188363,411369
1,34,2,281922,388349
0,25,188,453519,333121
0,60,88,440611,676005
1,32,61,414901,171084
0,67,221,484111,899910
1,24,145,376370,198445
1,2,10,925099,259114
1,69,131,680859,720158
0,26,121,321113,518689
0,10,130,682832,750719
1,46,118,579796,374481
1,25,34,318111,551941
0,65,100,169736,573162
0,96,23,618035,939418
1,80,214,473978,93244
0,77,60,782799,823861
0,10,256,231831,989107
0,68,128,268499,448616
0,2,167,806927,209113
1,31,4,479421,349173
1,63,138,976192,717230
1,89,107,535894,301830
1,84,121,1890,747627
0,7,255,354078,412983
1,76,117,534707,52360
0,30,172,101558,530846
0,38,148,937278,559414
0,26,37,423947,147073
0,78,55,503967,403171
1,6,40,885436,262853
0,68,62,201815,57720
0,81,259,704679,440925
1,99,5,951822,230407
1,3,38,886815,186527
1,62,78,99007,200079
0,29,103,228932,71935
1,24,91,784082,850211
1,37,134,658133,282736
1,61,123,764964,334644
0,0,173,804015,150481
1,76,232,391627,765896
1,44,52,954451,187261
0,27,158,180224,328617
1,57,293,533647,38296
0,67,63,18353,994356
0,6,233,330773,179982
0,42,15,394707,184281
1,27,122,825770,62934
1,78,9,283211,881680
0,85,244,344849,850760
0,21,155,230390,916612
0,38,119,496210,578097
0,84,292,641641,135213
0,82,287,167088,813113
1,45,17,121614,242946
1,100,45,256297,47956
1,60,232,338211,416585
0,10,51,139859,736403
0,86,9,472565,628965
0,14,196,956004,184919
0,82,52,503582,606692
1,15,186,586723,866236
1,30,145,871568,840054
1,58,66,796088,850384
1,54,188,314863,840527
1,62,179,393070,264039
0,4,19,504495,333935
0,35,146,725219,615189
1,40,110,228092,186279
0,91,35,448392,469456
1,33,45,956454,194318
1,62,234,519928,339292
1,31,116,90287,589725
0,72,239,652710,349117
1,73,232,878150,180434
0,60,103,153804,587083
0,99,72,741298,750223
1,96,219,681259,31142
1,66,114,508947,533662
0,80,29,722314,943120
1,46,217,802100,375881
0,24,35,910243,207265
1,94,171,369885,803738
1,50,146,147860,755084
0,31,116,383374,413966
1,50,146,85725,245905
1,78,177,643269,182602
0,81,86,295787,26564
0,68,204,737772,162174
1,93,250,826000,139209
0,23,253,937646,111287
1,77,82,984499,644066
1,19,13,287783,847255
1,21,63,877121,995835
1,61,112,54423,231903
1,79,279,508509,943359
0,100,8,830167,697742
0,75,191,929975,788465
0,71,214,468693,270581
0,35,150,987008,417078
0,14,46,491553,455869
0,24,4,117155,479692
1,91,258,300850,976156
0,12,3,992309,271122
0,67,185,692382,612656
0,19,223,781548,639438
0,66,247,454658,502805
1,65,87,782621,39702
0,68,42,837345,531293
0,34,265,482460,612395
1,63,20,447511,103197
1,87,51,621822,88473
1,66,223,156621,502491
0,28,226,922897,529726
0,6,264,588073,534081
1,70,143,594038,980781
0,40,139,35682,435130
0,53,58,165709,982659
1,74,98,779945,318641
0,64,157,860471,594459
1,68,136,398960,106983
1,34,140,114243,74703
0,87,89,123686,453234
0,93,63,494911,8096
1,65,41,570260,636217
0,77,156,118198,866929
1,38,238,181004,630885
1,51,56,174298,665732
1,4,286,324172,905087
1,30,163,560219,120764
0,43,165,55178,892705
1,13,19,340849,456409
1,4,123,107068,109193
0,55,28,201032,808525
1,26,86,981992,367078
1,15,22,939686,732499
0,35,89,251131,37336
1,18,288,730168,950999
1,44,221,937681,718317
0,33,201,651784,459438
0,26,281,818949,903343
0,45,216,715415,708733
1,54,39,693174,918592
1,29,78,88291,14352
1,95,163,438660,726716
0,23,231,936359,740553
1,75,289,174334,997456
1,44,272,36959,357313
1,71,101,743658,60882
1,80,274,263820,468954
1,95,265,124918,251027
1,100,46,592856,204461
0,60,292,937432,555841
0,85,52,193674,300790
0,84,48,132513,370868
1,99,41,901151,92664
1,49,254,588482,104993
1,72,167,108868,172448
1,97,191,726612,389200
1,94,41,359254,973318
0,18,268,883670,848806
0,56,58,141720,236556
0,3,282,649630,184822
1,48,275,541002,771242
1,10,195,856820,739036
1,0,103,66631,968742
1,16,181,879934,400669
0,46,91,202046,934820
0,54,227,482484,152326
0,85,116,422541,283636
0,48,169,293843,153737
0,34,44,322749,175032
1,73,224,394479,553365
0,84,116,765724,723351
0,43,99,103404,239785
1,55,5,790914,472134
0,66,43,789738,693237
0,21,248,428532,458978
0,73,163,353993,314286
1,63,112,105400,250877
0,22,151,422090,458206
0,1,231,716701,831461
0,52,190,662287,91018
1,55,149,505109,379135
1,25,131,629701,576823
1,5,279,33259,525483
1,38,187,410748,651155
1,7,6,969895,996114
0,57,254,327553,250052
0,75,157,462919,834331
0,45,41,837362,264597
0,46,222,754159,41771
1,23,274,817313,141537
1,19,57,992691,332044
0,89,247,402909,607811
0,87,274,894873,899135
0,45,187,650526,520654
1,36,64,218261,217909
1,6,188,722486,204660
0,82,281,943416,411530
1,18,4,500020,882417
1,55,29,472208,967239
0,76,69,171396,797300
0,24,210,110340,197851
1,94,70,243285,621618
1,94,175,396032,854086
1,47,146,757813,186043
0,81,50,298756,857900
0,18,134,345511,128619
1,13,133,301321,783684
0,37,176,915187,310275
1,47,232,441446,632573
0,82,21,857475,16698
1,93,10,537840,565008
0,95,133,663212,80998
0,75,43,379497,677259
0,1,224,486451,530941
1,82,167,420170,497173
1,68,173,50967,350971
0,38,7,72780,448708
1,97,83,828641,834558
0,67,23,316626,124668
0,86,97,616742,596170
1,82,239,897215,95266
1,89,204,584485,910637
0,67,183,689991,156310
0,24,185,511533,255707
0,46,15,232053,595496
1,26,139,758577,70008
1,3,28,592242,499
1,76,37,516465,942990
1,29,196,750568,388799
1,59,70,624384,741151
0,58,137,69962,860426
1,23,203,825532,423472
0,64,61,907549,994734
1,56,90,581950,767140
0,100,175,429151,237989
0,89,69,309996,982490
0,71,120,519151,588231
0,19,15,534472,746686
0,51,159,155670,157069
1,72,216,940047,897233
1,88,255,818800,825127
0,86,217,330421,237349
0,90,284,33036,487313
1,83,278,265000,751909
1,4,292,135178,163558
0,11,181,958901,422970
0,1,213,243793,30630
1,63,102,893652,778867
1,43,226,79921,105190
0,71,143,958282,888135
1,78,96,201084,709029
1,73,31,734298,224652
1,5,118,202310,445539
1,71,222,442860,998913
1,16,94,364405,720501
1,23,250,409164,79284
0,89,248,95483,12086
1,39,37,113980,165691
0,22,179,871089,943749
1,76,131,712855,947531
1,60,126,236597,485685
1,98,258,640186,666104
1,24,47,261160,415874
0,86,46,275295,111746
1,24,281,786250,132591
1,72,250,876201,921954
1,5,166,339556,175918
0,68,261,571638,601467
1,22,240,72536,556039
0,45,163,686056,183260
0,97,35,937198,210709
1,53,275,987714,475828
1,69,232,779148,250529
1,75,60,585480,339986
1,26,87,656681,729871
0,90,264,414562,651079
0,22,26,847179,390494
0,50,250,924344,110223
0,72,262,714721,227404
0,96,289,293815,511306
0,14,216,755921,342618
1,65,73,23104,327664
1,6,138,433190,482968
1,3,77,239262,527807
1,3,199,650246,184870
0,87,194,249002,367692
0,45,115,998677,250743
0,94,290,413423,570625
1,12,171,626065,976509
1,54,159,91605,855278
1,23,162,651849,88651
0,3,190,386588,28681
1,63,67,216521,15227
1,77,147,428789,599940
0,7,75,628940,289854
0,65,222,483716,571295
0,2,212,313008,216787
1,33,289,192557,561912
0,16,33,600163,356316
1,87,86,632505,880658
0,38,254,290811,986923
0,60,151,644737,310088
0,48,80,494756,353423
1,6,269,298360,992180
1,79,150,558854,997054
1,65,262,652458,676855
0,77,96,729219,646870
0,85,109,608919,224642
1,48,138,259131,653253
0,82,148,640627,51778
1,76,86,970638,234172
1,9,65,479013,576830
0,27,74,554967,897193
0,79,102,616316,702698
1,100,173,845248,676748
0,74,68,923000,615012
0,32,83,448838,945248
1,0,113,315269,952030
0,75,225,489086,65686
0,98,21,476571,734029
0,62,213,536290,760688
1,97,181,842506,656322
0,15,148,930686,421840
0,12,73,797222,421032
0,79,182,755082,82966
0,98,275,658208,164242
0,93,94,481127,478114
1,15,183,128099,522714
1,60,186,992206,215744
0,82,34,935924,490245
1,33,136,101572,950543
0,89,44,915910,795130
0,32,179,940400,387883
0,38,257,166501,660058
0,17,210,329923,373819
0,6,46,95171,431031
1,56,262,772920,693824
1,41,65,162919,842565
1,78,92,731331,883899
1,10,52,275870,881163
0,22,32,718406,497835
0,90,9,147545,718748
1,82,110,431254,464669
1,27,37,828408,393224
1,53,53,128304,39028
0,80,222,887479,64398
1,22,155,634125,768700
1,89,79,74994,581346
0,21,85,414476,497647
0,85,190,82403,919313
1,32,145,423509,471430
1,91,280,3750,708053
0,18,91,809399,328284
1,99,25,881820,528922
0,18,217,853514,542265
1,9,186,807870,315715
0,31,181,24138,650686
0,15,25,140702,426950
0,49,82,581550,416713
1,86,164,810114,692789
1,7,112,393778,149670
0,11,95,12811,891568
1,99,270,140443,630148
1,58,115,136729,545070
0,42,190,98361,58406
0,50,8,348237,418813
1,39,50,420338,52050
0,55,73,629022,511861
1,74,238,992799,151747
0,24,145,337301,570343
1,13,19,736855,482096
0,2,289,254130,67295
1,35,194,593255,14104
1,74,11,568752,104890
1,3,70,786818,123268
0,65,74,324112,647103
1,1,265,155414,141825
1,86,115,332059,890678
1,51,30,465057,859044
0,54,263,719681,963872
0,36,287,961367,917129
1,25,248,856730,106170
0,79,213,13202,890034
1,68,195,136133,808822
0,79,73,281294,654889
1,74,28,908506,570088
0,97,122,812967,923181
0,48,225,206993,503765
0,17,277,745089,669447
0,60,6,648094,721434
0,37,83,146058,652156
0,7,206,178670,703523
0,58,284,70630,358616
1,6,290,610599,28816
0,64,242,778484,571960
1,80,61,853604,201177
0,56,215,194356,318722
0,30,9,420187,899704
0,4,200,700837,268922
1,28,8,619200,659332
0,64,273,178348,776914
1,4,101,359000,16744
0,5,28,817096,13145
1,53,143,74030,503920
1,33,144,712941,678625
0,70,27,488119,63538
0,81,58,652240,487252
1,51,163,442823,180321
0,84,185,15567,834146
0,83,112,451842,753062
0,55,89,211045,506658
1,18,176,893481,813341
1,100,8,705584,435380
1,100,138,224274,400442
0,20,243,710465,412020
0,36,289,400158,497963
0,78,163,969638,825707
0,21,51,895155,543854
0,8,95,163569,227578
0,5,7,490041,432644
0,2,26,433265,475142
1,44,262,705485,9894
0,71,100,213836,719953
1,32,288,348618,87819
1,81,136,756817,794581
0,28,294,59141,713078
1,76,6,819128,263812
0,84,152,691842,652055
0,93,204,703869,400593
1,50,69,181996,591143
1,58,16,553534,974421
0,95,147,158727,660480
1,11,217,235453,169990
0,99,26,54875,147
0,71,124,649433,317753
1,37,257,253265,640179
1,72,48,683209,781632
0,33,191,892712,406537
1,10,275,241243,797907
0,3,291,257874,128321
0,33,26,825424,606040
0,20,152,377739,372443
1,66,25,568150,481547
0,48,45,933552,946945
1,38,251,506629,336638
0,65,59,891909,333584
1,64,2,120234,104460
0,78,116,985136,77103
1,48,243,99809,452474
1,44,186,232872,324102
0,81,239,513406,763944
0,67,286,962316,625943
1,51,76,79548,974592
0,44,253,407448,643857
0,11,29,87129,643214
0,78,182,599781,276669
0,67,228,198627,240396
1,23,255,908938,271136
0,96,158,152426,673282
1,59,36,768137,117999
0,34,18,456218,762744
0,97,205,988300,647681
0,26,212,357367,490607
1,2,113,975521,772064
0,67,7,363064,491305
1,0,50,512069,248543
0,19,264,418586,887745
0,98,220,719656,610749
0,40,287,103961,108706
1,73,89,138154,160492
1,32,89,792851,92117
1,49,228,234777,950976
1,2,181,481330,77059
1,69,104,312471,658186
0,82,28,782300,786728
0,0,125,463305,851794
1,14,222,597992,823948
0,78,31,956312,842042
0,24,194,58859,808990
1,85,291,236034,630645
0,39,139,384689,635760
1,8,76,624406,937726
0,27,186,796004,878698
1,75,107,764147,559665
1,33,63,763031,130910
1,87,297,844336,20271
1,82,17,783407,79191
0,83,122,801872,409318
0,85,153,751387,815637
1,16,135,88001,180078
0,18,233,191878,126919
0,55,66,592230,889045
1,55,80,254028,325878
1,84,273,106210,170010
1,96,32,550248,433811
1,4,234,315566,202008
1,70,149,37645,436197
0,9,245,352473,643202
0,34,265,261215,926783
0,59,238,960898,765715
0,16,112,934805,870538
0,65,65,146356,540104
0,45,171,344028,805465
0,47,114,130349,513971
1,20,114,387763,66606
1,80,171,637259,802301
0,2,298,502320,503350
1,14,237,361306,320720
0,84,294,430931,603625
0,63,9,437936,304673
1,54,172,307490,241510
1,89,286,40546,68914
1,80,123,204766,657973
0,1,216,82173,779837
1,36,75,286753,680604
1,31,68,26417,81478
0,63,276,801401,305731
1,79,243,108750,732945
0,43,237,595967,749627
0,71,205,178770,708675
0,71,269,609757,337236
0,52,177,389565,879542
1,2,55,667576,886910
1,24,82,16757,903019
1,12,101,42540,217886
0,38,39,355473,898734
0,58,17,98038,275717
0,26,201,533543,778380
1,46,106,760230,634706
0,10,46,174759,619331
0,13,163,373206,913420
0,60,117,281143,693561
1,68,75,568139,992752
0,57,130,427791,909644
0,89,256,975333,231969
1,24,28,158300,406696
0,78,214,972139,193680
0,29,225,392911,123613
1,13,195,408233,25260
1,8,45,439295,961404
0,81,19,241021,56453
0,31,276,558899,531083
1,80,184,213223,270735
1,74,155,471097,882596
0,62,106,958810,893247
1,3,75,601107,251339
1,85,213,308878,953917
1,31,204,220221,992713
0,96,287,311530,227196
0,71,207,318742,927963
0,81,293,925779,978802
0,98,293,513882,194970
1,93,144,935162,683811
1,57,277,601334,822044
0,89,54,321729,909763
0,89,130,84612,26269
0,74,257,530474,737025
1,23,51,745147,883284
1,54,88,538608,436267
1,59,188,62284,167346
0,1,214,881552,694633
1,1,131,306489,785879
1,15,87,790443,877324
0,31,5,258334,164087
0,96,132,563652,745225
1,40,262,839351,500731
1,33,23,388731,926375
1,22,0,22974,466638
1,10,105,28369,992260
0,10,252,10694,971537
1,60,214,275752,274822
1,56,288,57535,743641
0,12,264,156518,476117
0,48,123,454016,880691
0,73,227,327057,560167
0,97,106,709809,958634
0,59,292,825843,44408
1,90,53,860877,676752
1,68,112,234882,734007
0,40,5,827812,776520
1,67,173,204939,553870
0,74,167,424739,110821
1,67,145,276601,750540
0,20,201,650534,390149
0,13,57,711991,582734
0,5,97,990208,259178
0,54,187,888735,692411
0,68,202,98058,794154
1,69,77,295428,869275
0,73,30,332743,495380
1,68,114,386416,715210
0,30,19,270278,279901
1,59,233,360190,176776
1,59,243,167354,136140
1,27,170,86963,443147
1,31,111,94524,426275
0,88,113,288910,37275
1,88,193,897745,50913
0,20,10,407100,618150
1,10,297,823636,281547
0,26,273,171020,671086
0,51,179,311995,723371
1,83,279,578657,656648
0,81,256,873061,96599
1,2,41,970868,172039
0,96,61,759380,341930
1,23,292,850903,182451
0,16,298,862573,515715
0,94,121,981133,26747
0,25,182,690431,127303
0,15,100,73183,416510
1,55,252,23163,511271
1,97,96,269036,292305
0,75,167,558699,985519
1,30,225,46927,716397
1,2,102,633506,751880
1,33,208,713671,51046
1,53,17,816509,937341
1,96,111,538867,826022
0,72,192,184184,510065
1,62,116,795747,452385
1,71,177,222493,969898
1,32,9,908298,593
1,60,278,941263,22417
0,59,223,411103,493757
0,20,245,258364,383954
0,45,108,687535,291527
0,66,287,85036,232033
0,62,45,926366,935842
0,7,62,844627,141306
1,34,140,630549,703648
0,48,192,309176,786193
0,60,280,800423,52575
1,54,107,839515,848813
0,40,136,36173,948287
1,71,195,253535,454287
1,100,234,638075,655444
1,61,248,355469,712823
1,85,230,637399,417454
0,94,136,274072,502635
0,59,133,688235,20944
1,59,136,389213,398108
0,25,106,220321,919789
1,60,7,510654,22207
0,24,149,791543,26925
0,61,85,358468,920727
0,55,259,920487,754091
0,64,35,765638,617223
0,21,10,990701,993766
0,41,261,324843,84606
1,89,128,554170,262528
1,49,142,451679,784571
1,58,148,434049,393740
1,25,171,771552,157326
1,31,244,284776,666308
0,40,207,571341,112808
0,15,195,589712,822351
1,21,217,629499,612937
1,7,158,25903,361666
1,83,69,856429,565159
1,17,219,635571,996881
1,56,282,79681,632844
0,60,258,96202,427212
1,17,236,894824,177190
1,17,71,689106,367571
1,40,80,618227,108747
1,84,74,650171,381766
0,34,53,196287,188297
0,17,170,825799,212641
0,73,66,265006,5831
0,21,70,211535,711763
1,98,283,291168,976895
0,61,219,457,200035
1,35,157,888518,894374
1,36,123,465756,514347
1,5,0,620237,768495
1,13,146,302790,926768
1,35,262,516378,95225
1,49,249,845166,456364
1,10,126,593369,577442
0,63,20,148330,445638
1,28,265,426731,67478
1,35,157,379683,804755
0,72,288,65006,338737
0,26,122,786734,118869
0,77,254,784981,562233
1,61,118,719137,565691
1,97,117,922061,163832
1,64,84,844900,402715
1,90,226,203808,81552
1,1,145,518316,442324
1,68,23,569969,28944
0,39,181,2992,70500
1,54,254,617313,665017
1,25,291,966909,722767
1,50,155,730314,989060
0,18,133,650813,724747
0,29,80,786698,90393
1,68,242,371738,256519
1,26,194,41819,392827
1,45,300,16863,410207
1,57,255,798100,992158
0,32,204,902693,774246
1,16,52,181157,641677
1,4,172,912064,841659
0,48,269,898138,814696
0,97,14,488350,506203
